State,Year,Quarter,District,District_Count,District_Amount
telangana,2021,3,siddipet district,7797337,17131036339.073977
telangana,2021,3,khammam district,10938504,25395360624.334126
telangana,2021,4,narayanpet district,2282965,5838076193.554827
telangana,2021,4,nalgonda district,14645444,33883155723.957207
telangana,2021,4,jangaon district,5473214,11362332498.24181
telangana,2021,4,bhadradri kothagudem district,10121890,22567782620.241013
telangana,2021,4,warangal rural district,5340764,11031577612.931116
telangana,2021,4,kumuram bheem asifabad district,2622817,4842428620.143704
telangana,2021,4,nizamabad district,12113902,31740368651.3557
telangana,2021,4,adilabad district,3432958,7165446341.19846
telangana,2021,4,rajanna sircilla district,4250102,9967799307.03175
telangana,2021,4,nagarkurnool district,6870712,16125729170.09507
telangana,2021,4,peddapalle district,9303742,18789687776.656185
telangana,2021,4,nirmal district,3762262,10108069725.924149
telangana,2021,4,mahabubabad district,5140128,10537179557.287468
telangana,2021,4,sangareddy district,23598968,43773604056.366425
telangana,2021,4,wanaparthy district,3681940,8637954228.043968
telangana,2021,4,vikarabad district,5428281,11135599548.666336
telangana,2021,4,jagtial district,6608911,17110347754.193672
telangana,2021,4,yadadri bhuvanagiri district,8618815,18491066294.295353
telangana,2021,4,medak district,4942024,10748306259.237926
telangana,2021,4,mahbubnagar district,7948433,16922744330.353779
telangana,2021,4,jaya shankar bhalupally district,3598414,7906894768.336119
telangana,2021,4,warangal urban district,24530882,50725020756.70878
telangana,2021,4,rangareddy district,111354739,188838966046.13513
telangana,2021,4,hyderabad district,325636475,582079170534.0186
telangana,2021,4,suryapet district,8746371,20490140341.438477
telangana,2021,4,jogulamba gadwal district,3475042,8363108584.318649
telangana,2021,4,kamareddy district,5852557,14019170118.57151
telangana,2021,4,mulugu district,2002635,4656636196.093929
telangana,2021,4,medchal malkajgiri district,98780634,164568262330.06238
telangana,2021,4,karimnagar district,13040240,29149229156.48455
telangana,2021,4,mancherial district,9454805,18941077302.156723
telangana,2021,4,siddipet district,9904471,21996052788.69565
telangana,2021,4,khammam district,13424236,31245204308.11756
telangana,2022,1,narayanpet district,2758911,7151473315.411451
telangana,2022,1,nalgonda district,17014104,39284842780.64408
telangana,2022,1,jangaon district,6272901,13092572660.901518
telangana,2022,1,bhadradri kothagudem district,11205856,25370868701.813797
telangana,2022,1,warangal rural district,6150545,13344851727.844463
telangana,2022,1,kumuram bheem asifabad district,2974932,5793481590.487396
telangana,2022,1,nizamabad district,13749642,33996713436.015533
telangana,2022,1,adilabad district,4070616,8595611704.767036
telangana,2022,1,rajanna sircilla district,4899037,11337042428.250381
telangana,2022,1,nagarkurnool district,8134709,19698635871.63956
telangana,2022,1,peddapalle district,10330840,20671229116.26508
telangana,2022,1,nirmal district,4497647,12055501321.77517
telangana,2022,1,mahabubabad district,5919451,12694323911.33902
telangana,2022,1,sangareddy district,27250369,50754041229.75235
telangana,2022,1,wanaparthy district,4303823,10471886396.519531
telangana,2022,1,vikarabad district,6463353,13753017142.475313
telangana,2022,1,jagtial district,7599529,19792335843.191154
telangana,2022,1,yadadri bhuvanagiri district,9901695,21558326704.74961
telangana,2022,1,medak district,5651890,11841334266.667011
telangana,2022,1,mahbubnagar district,9243634,19752565211.193634
telangana,2022,1,jaya shankar bhalupally district,4079946,9295064923.502977
telangana,2022,1,warangal urban district,27504554,56954288260.23642
telangana,2022,1,rangareddy district,127675017,216609881380.40106
telangana,2022,1,hyderabad district,372711414,661512502141.0775
telangana,2022,1,suryapet district,10201103,23321415932.686844
telangana,2022,1,jogulamba gadwal district,3961470,10094399207.825716
telangana,2022,1,kamareddy district,6663659,15293088688.466099
telangana,2022,1,mulugu district,2589325,6575024639.126174
telangana,2022,1,medchal malkajgiri district,110893187,185168270983.38605
telangana,2022,1,karimnagar district,14698433,32332888869.97381
telangana,2022,1,mancherial district,10350779,21171437142.030125
telangana,2022,1,siddipet district,11464769,25404779557.018036
telangana,2022,1,khammam district,15266245,35894472741.54594
telangana,2022,2,narayanpet district,3197626,7716014147.238309
telangana,2022,2,nalgonda district,19977314,44558915742.72007
telangana,2022,2,jangaon district,7231360,14919993685.003801
telangana,2022,2,bhadradri kothagudem district,12778081,28087468534.111588
telangana,2022,2,warangal rural district,6842881,14387372670.720768
telangana,2022,2,kumuram bheem asifabad district,3332600,6154185695.946731
telangana,2022,2,nizamabad district,16389018,40970987322.05723
telangana,2022,2,adilabad district,4656805,9736796196.875732
telangana,2022,2,rajanna sircilla district,5764243,12736454285.691818
telangana,2022,2,nagarkurnool district,9122281,20244396068.008736
telangana,2022,2,peddapalle district,11850597,23425044524.59683
telangana,2022,2,nirmal district,5225334,13791958003.894201
telangana,2022,2,mahabubabad district,6638916,13720828408.506
telangana,2022,2,sangareddy district,32680472,59585382581.45032
telangana,2022,2,wanaparthy district,4966803,11044991789.462624
telangana,2022,2,vikarabad district,7440634,14492482417.54656
telangana,2022,2,jagtial district,8877101,22246967385.14348
telangana,2022,2,yadadri bhuvanagiri district,11567957,24184571828.814075
telangana,2022,2,medak district,6738825,13698209529.95254
telangana,2022,2,mahbubnagar district,10705223,21963911808.55831
telangana,2022,2,jaya shankar bhalupally district,4528732,9634073658.27747
telangana,2022,2,warangal urban district,32791256,66551476649.13394
telangana,2022,2,rangareddy district,161888380,267052522620.51453
telangana,2022,2,hyderabad district,446470234,775908693266.7236
telangana,2022,2,suryapet district,11843388,27017582889.584785
telangana,2022,2,jogulamba gadwal district,4701957,11410519590.194616
telangana,2022,2,kamareddy district,7702879,17239444873.959072
telangana,2022,2,mulugu district,2656701,6165943180.178967
telangana,2022,2,medchal malkajgiri district,134114768,221257316347.7198
telangana,2022,2,karimnagar district,17621343,38465054891.36155
telangana,2022,2,mancherial district,11792212,23483426061.331635
telangana,2022,2,siddipet district,13598517,29087166428.464252
telangana,2022,2,khammam district,17688119,40474391433.33105
telangana,2022,3,narayanpet district,3149412,7372511545.846636
telangana,2022,3,nalgonda district,19442094,40798032880.70633
telangana,2022,3,jangaon district,6580615,13279380724.599072
telangana,2022,3,bhadradri kothagudem district,12264577,25289893377.7632
telangana,2022,3,warangal rural district,6206207,12580724724.480564
telangana,2022,3,kumuram bheem asifabad district,3217193,5642724850.521915
telangana,2022,3,nizamabad district,15374558,35480941123.20821
telangana,2022,3,adilabad district,4697252,8917128425.600996
telangana,2022,3,rajanna sircilla district,5407265,11900795823.20659
telangana,2022,3,nagarkurnool district,8782718,18637778860.078545
telangana,2022,3,peddapalle district,10936393,20799401370.88663
telangana,2022,3,nirmal district,5045789,12158789732.897774
telangana,2022,3,mahabubabad district,6113296,11797675474.514078
telangana,2022,3,sangareddy district,33187414,57832647223.37014
telangana,2022,3,wanaparthy district,4675529,10130094511.37881
telangana,2022,3,vikarabad district,7799069,14232056919.530758
telangana,2022,3,jagtial district,8168113,19843349567.164665
telangana,2022,3,yadadri bhuvanagiri district,10857894,22042571396.236126
telangana,2022,3,medak district,6256711,12214538646.775864
telangana,2022,3,mahbubnagar district,10611492,20954874892.610764
telangana,2022,3,jaya shankar bhalupally district,4204613,8896891604.929647
telangana,2022,3,warangal urban district,27244856,55794322100.977
telangana,2022,3,rangareddy district,169029273,272598081405.12262
telangana,2022,3,hyderabad district,1018658174,1586047443981.7905
telangana,2022,3,suryapet district,11413191,23876546283.024384
telangana,2022,3,jogulamba gadwal district,4706947,11052081759.676401
telangana,2022,3,kamareddy district,7186922,14964327071.013714
telangana,2022,3,mulugu district,2441037,5260858335.473125
telangana,2022,3,medchal malkajgiri district,136384039,223442008167.9499
telangana,2022,3,karimnagar district,17095584,36478353448.996735
telangana,2022,3,mancherial district,11116187,21649183001.676773
telangana,2022,3,siddipet district,12900290,27570105119.137547
telangana,2022,3,khammam district,17010697,36789751400.92127
telangana,2022,4,narayanpet district,3435861,7851529733.329012
telangana,2022,4,nalgonda district,21928009,45517531285.29773
telangana,2022,4,jangaon district,7324178,14733962763.584286
telangana,2022,4,bhadradri kothagudem district,13693915,27531378066.985123
telangana,2022,4,warangal rural district,6929973,13558497093.454197
telangana,2022,4,kumuram bheem asifabad district,3591695,5943432516.9949465
telangana,2022,4,nizamabad district,18308473,42744693427.90993
telangana,2022,4,adilabad district,5167448,9396320638.908257
telangana,2022,4,rajanna sircilla district,6122873,13388173024.17493
telangana,2022,4,nagarkurnool district,9648058,19890947819.874546
telangana,2022,4,peddapalle district,12177318,23139872487.127018
telangana,2022,4,nirmal district,5783251,13462685072.366062
telangana,2022,4,mahabubabad district,6768739,12887238837.13226
telangana,2022,4,sangareddy district,38000808,64649951913.2422
telangana,2022,4,wanaparthy district,5371569,11544288246.522821
telangana,2022,4,vikarabad district,9405139,16602279473.938221
telangana,2022,4,jagtial district,9304649,22521347753.106037
telangana,2022,4,yadadri bhuvanagiri district,12310890,25002594202.22237
telangana,2022,4,medak district,7373744,14553997200.924385
telangana,2022,4,mahbubnagar district,12087718,23376388640.594707
telangana,2022,4,jaya shankar bhalupally district,4699909,9308144371.995441
telangana,2022,4,warangal urban district,29269688,57991182917.37883
telangana,2022,4,rangareddy district,191136402,295773661437.69385
telangana,2022,4,hyderabad district,1133829812,1753799022390.8735
telangana,2022,4,suryapet district,12755991,27190932825.31949
telangana,2022,4,jogulamba gadwal district,5163965,11177285266.569225
telangana,2022,4,kamareddy district,8479586,18381989175.094254
telangana,2022,4,mulugu district,2756762,5528206381.608963
telangana,2022,4,medchal malkajgiri district,151514969,237726926269.25775
telangana,2022,4,karimnagar district,19056918,39357490540.69413
telangana,2022,4,mancherial district,12469076,23710042437.245804
telangana,2022,4,siddipet district,14715170,30384216197.138824
telangana,2022,4,khammam district,18924276,39626352507.58298
tripura,2018,1,unakoti district,5068,4349605.99414449
tripura,2018,1,khowai district,8838,7242490.357963288
tripura,2018,1,sepahijala district,14107,13224752.635975957
tripura,2018,1,north tripura district,9915,10869174.626601541
tripura,2018,1,dhalai district,9195,8812172.047209244
tripura,2018,1,south tripura district,18338,13785118.334229637
tripura,2018,1,gomati district,12229,11277259.25510255
tripura,2018,1,west tripura district,70467,68418341.27939591
tripura,2018,2,unakoti district,9198,6923396.262354778
tripura,2018,2,khowai district,11440,12338889.10193297
tripura,2018,2,sepahijala district,18815,23613654.490828905
tripura,2018,2,north tripura district,13859,16015790.907680929
tripura,2018,2,dhalai district,14563,15283111.134383248
tripura,2018,2,south tripura district,22366,18977158.301921178
tripura,2018,2,gomati district,16000,15955619.883351957
tripura,2018,2,west tripura district,108318,127784098.633682
tripura,2018,3,unakoti district,29360,19643274.575087894
tripura,2018,3,khowai district,14941,21548759.427429266
tripura,2018,3,sepahijala district,33646,39779005.11547229
tripura,2018,3,north tripura district,25747,30157424.752639703
tripura,2018,3,dhalai district,22350,31331691.36689817
tripura,2018,3,south tripura district,49250,45613113.08085984
tripura,2018,3,gomati district,34380,36259157.953162886
tripura,2018,3,west tripura district,168029,229530961.76904225
tripura,2018,4,unakoti district,22714,18120450.88253949
tripura,2018,4,khowai district,26880,33718919.53354463
tripura,2018,4,sepahijala district,53688,62851730.0512325
tripura,2018,4,north tripura district,34385,44032488.77566351
tripura,2018,4,dhalai district,28775,46429185.35186546
tripura,2018,4,south tripura district,49820,66095950.12312652
tripura,2018,4,gomati district,38970,48523976.18040443
tripura,2018,4,west tripura district,192827,305112898.56606925
tripura,2019,1,unakoti district,24562,28789584.83707358
tripura,2019,1,khowai district,36291,41097809.268162064
tripura,2019,1,sepahijala district,65545,79750942.69844744
